comuna,geometry
SANTA BARBARA,"POLYGON ((-71.0438722339664 -38.121850719972, -71.4131059072281 -38.1075961120576, -71.414477014586 -38.1074190700608, -72.1722115572972 -37.6624714289586, -72.1734935397891 -37.6615094405208, -72.1774196558439 -37.6584064370325, -72.1505324888649 -37.5849204122199, -72.0252087576158 -37.547927941176, -71.9771205256755 -37.5355649642712, -71.8442558256553 -37.5074285884169, -71.4211335751353 -37.4612145682692, -71.4188134744202 -37.4613376337895, -71.4162263443558 -37.4625986760415, -71.200290699675 -37.6546772730646, -70.9918471696535 -38.0831739920145, -70.9849045688859 -38.1046509334374, -70.9848565048255 -38.1051759490849, -70.9897819285842 -38.110175828595, -70.9902728884206 -38.1106537780065, -70.9913789295981 -38.1110677575078, -71.0438722339664 -38.121850719972))"
SANTA CRUZ,"POLYGON ((-71.4276906935419 -34.7551435380488, -71.4315058401948 -34.7550294330227, -71.4807063552049 -34.7428016136282, -71.492539577836 -34.7321375362042, -71.4945855689208 -34.7302344294392, -71.543868992694 -34.635422965513, -71.5451597611617 -34.6249220019673, -71.5454306906196 -34.6216889598032, -71.5457585611259 -34.6142210010352, -71.5455303336305 -34.6052589968663, -71.5423437195676 -34.5841741092704, -71.5315917126409 -34.5606743955581, -71.5164985641516 -34.5376537996156, -71.513883464884 -34.5359878136698, -71.5108653270673 -34.5345108805097, -71.5042499625721 -34.5317059976058, -71.4932045004945 -34.5288991638259, -71.4913364140722 -34.5288021747945, -71.2447975494628 -34.5762842042667, -71.2430394539435 -34.5766592181339, -71.2268640317738 -34.5833335024389, -71.224464970025 -34.5845425514114, -71.2126807170239 -34.5922417111712, -71.2061171103802 -34.6192937497635, -71.2058821979836 -34.6212217550604, -71.2062722389002 -34.6233496739138, -71.274335331143 -34.6887992905136, -71.2845939888244 -34.6977831535304, -71.2860550091689 -34.6986390725583, -71.3030749193952 -34.7080518163201, -71.3923412766076 -34.7496621394244, -71.4276906935419 -34.7551435380488))"
SANTA JUANA,"POLYGON ((-72.9783523705954 -37.4519371907939, -73.0370942661011 -37.4466660991869, -73.1205548374054 -37.4290747084525, -73.122034942289 -37.4287476497866, -73.123183949752 -37.4269147325381, -73.1238358822034 -37.424924699381, -73.1244977676855 -37.4225326672116, -73.1266447060605 -37.4142117088852, -73.1329812778302 -37.357051982329, -73.1136294878393 -37.216542424783, -73.0443296893139 -37.103986501989, -73.0247331509377 -37.0740080523949, -73.0229380925536 -37.0726010677875, -73.0205249305491 -37.0715131239969, -73.0188809243218 -37.0710261881803, -72.9939799491652 -37.0696246093658, -72.9911907972241 -37.0695776428157, -72.9854256378105 -37.0699388037709, -72.9806054994943 -37.0707739115063, -72.7799368401886 -37.2026386289975, -72.7771487802455 -37.2047877174436, -72.7486734026141 -37.2273289911702, -72.7467234112978 -37.2294150733158, -72.7275828010544 -37.2697031093544, -72.7268298791355 -37.2720480686094, -72.7264354608111 -37.2940810067009, -72.7270065716695 -37.2960139382552, -72.7298558884668 -37.3022238533465, -72.7412446332977 -37.3158745285905, -72.747379116121 -37.3214373913506, -72.9723660315027 -37.4504162675217, -72.9754582501336 -37.4516372168967, -72.9783523705954 -37.4519371907939))"
SANTA MARIA,"POLYGON ((-70.6071654399941 -32.8125414652695, -70.6098205814902 -32.8116094058634, -70.6132666516154 -32.8103523314323, -70.6263059895087 -32.804995184436, -70.62841901353 -32.8039561260935, -70.6825624289442 -32.775423263422, -70.6870154833574 -32.7728382149591, -70.6885465562662 -32.7711072063673, -70.6845748737194 -32.7474432416642, -70.6631456546664 -32.6837617041932, -70.6227905457478 -32.6125623917703, -70.6208264427913 -32.6097193926493, -70.6185543348399 -32.6074703908301, -70.6158561082862 -32.6052274560525, -70.5735847880195 -32.5703301813901, -70.5702656224563 -32.5688532584275, -70.5532530531441 -32.5680515026086, -70.5517649607549 -32.5679855518875, -70.5341006675788 -32.5818707447811, -70.5158823358925 -32.5979530827342, -70.512857243269 -32.6011880837435, -70.605752343382 -32.8112204276224, -70.6071654399941 -32.8125414652695))"
SANTIAGO,"POLYGON ((-70.6492052432682 -33.47945688709, -70.6496042574951 -33.47945580793, -70.6736570767636 -33.4788204598672, -70.6808452969162 -33.4733743223334, -70.6926710520654 -33.4471832035424, -70.6924649239034 -33.4419542033367, -70.6806862356863 -33.4305713937589, -70.6805772707251 -33.4304694352996, -70.6805351981375 -33.4304304272642, -70.6803222473045 -33.4302574480222, -70.6801151656053 -33.4301214735872, -70.67928120056 -33.4297764480459, -70.6788972138726 -33.4296185134385, -70.6788091343918 -33.4295914798292, -70.6723448264588 -33.4284435855605, -70.636200829156 -33.4383941081328, -70.6259241501486 -33.4722372718873, -70.6261081823228 -33.4725322703326, -70.6263651691429 -33.4729422109722, -70.626548213051 -33.4732242398717, -70.6267442535022 -33.4734642603691, -70.6269473157998 -33.4736952575623, -70.6271802980125 -33.4739081794364, -70.6274702975101 -33.4741502105773, -70.6277163604867 -33.4743141843716, -70.6278603508875 -33.4744012210339, -70.6280133679662 -33.4744811813523, -70.6291103613825 -33.474884220305, -70.6393628407649 -33.4785429956337, -70.6396748574776 -33.4786540317936, -70.6398098817874 -33.478696969085, -70.6403038418279 -33.4788400444349, -70.6405428550666 -33.478897025459, -70.6407538858451 -33.4789430262087, -70.6411129150603 -33.4790129443424, -70.6412528999026 -33.4790339902384, -70.6414349234222 -33.4790589981317, -70.6415518717601 -33.479074950539, -70.6417949827753 -33.479104009429, -70.6420969939747 -33.4791279648598, -70.6478601892231 -33.4794369064806, -70.6485631515458 -33.4794488433844, -70.6492052432682 -33.47945688709))"
SANTO DOMINGO,"POLYGON ((-71.7219279621294 -33.9555990458353, -71.837993335873 -33.9198722446599, -71.8395463270017 -33.9187861817333, -71.8401783405097 -33.9175772336063, -71.8400422623661 -33.9153352319656, -71.8398752254498 -33.9130392318014, -71.8295255879738 -33.8586675699586, -71.8113658004345 -33.8112489750876, -71.8107896994366 -33.809894984556, -71.7930061329475 -33.7721804021711, -71.7917121162785 -33.7709024117052, -71.6315995585099 -33.6177834677451, -71.6169372164998 -33.6222376884464, -71.6131360228667 -33.6234077393194, -71.6086959160473 -33.625368799432, -71.5925416641591 -33.6370650496638, -71.5908776609093 -33.6389681245916, -71.5830925309814 -33.6485772029108, -71.5374482019715 -33.7469966709543, -71.5348854741814 -33.7618047276603, -71.560280012728 -33.8724510111015, -71.7209989488042 -33.9552380869874, -71.7219279621294 -33.9555990458353))"
SIERRA GORDA,"POLYGON ((-68.6976850739441 -23.9237577777134, -70.0466930342235 -23.6223879500088, -70.0139911565088 -23.0574905758054, -70.0080457012195 -23.0338564369879, -69.9663200047188 -22.8718991458201, -69.1895116318104 -22.5771706629937, -68.9856325963873 -22.7438738274039, -68.6612786790538 -23.1056995473031, -68.6566456056263 -23.1110196446474, -68.6160509434212 -23.1739768073637, -68.6160469810458 -23.175263859118, -68.6622865488291 -23.6844567958725, -68.6865190753437 -23.8787834853212, -68.6976850739441 -23.9237577777134))"
TALAGANTE,"POLYGON ((-70.8107328955886 -33.7219297114531, -70.9933624980238 -33.7192627270922, -70.9972857314517 -33.7191996871604, -70.9996147390549 -33.7187696529095, -71.0019398212607 -33.7182076323027, -71.0211394025388 -33.7119272909284, -71.0211174152076 -33.7112563323132, -71.0203972977055 -33.709786318933, -70.959235498008 -33.6413694884949, -70.9358785196391 -33.6372188472495, -70.9092684967846 -33.6343092785526, -70.8727580153842 -33.6304379357242, -70.81676819028 -33.6401368073733, -70.8154870769736 -33.6404718862411, -70.8146211743424 -33.6413678713555, -70.8136851066792 -33.6427708723963, -70.8125201377422 -33.6448068363603, -70.7956914073032 -33.6818980684875, -70.7919505007167 -33.6922331457579, -70.7917655376075 -33.6961491450348, -70.7927646511119 -33.6982160983142, -70.7942028045511 -33.7009840981521, -70.8046654871575 -33.7149838239209, -70.8096547454148 -33.7211547627231, -70.8107328955886 -33.7219297114531))"
TALCA,"POLYGON ((-71.5691176895541 -35.5312758727824, -71.5753308751401 -35.5303898381243, -71.5806330449511 -35.5291817288162, -71.7219491680858 -35.4483756598701, -71.72105902501 -35.4438586673683, -71.7192317915497 -35.438315684755, -71.7173406534888 -35.4333207759042, -71.6546564371923 -35.3224533480035, -71.6533443737726 -35.3207613699045, -71.6486240046219 -35.3150315010244, -71.6472049709079 -35.3133835183632, -71.6450868539096 -35.3120865868623, -71.6408556206734 -35.3112976660656, -71.6371364959482 -35.3112987405512, -71.5439532547023 -35.3582791406908, -71.5353540650027 -35.363488279004, -71.4941400548807 -35.4227117030817, -71.4916711861628 -35.4327167097653, -71.5019802817766 -35.4581173802175, -71.5337753904625 -35.4959126634776, -71.5616421759529 -35.5246430746094, -71.5691176895541 -35.5312758727824))"
TALCAHUANO,"POLYGON ((-73.0883673569481 -36.8196856270146, -73.1739392648184 -36.8147530930415, -73.2153710115355 -36.7856425572207, -73.2178549945467 -36.7832935047865, -73.2191359657198 -36.7812454752513, -73.2193449894137 -36.7808245006932, -73.2168097895264 -36.7742586125784, -73.2166207563245 -36.7738235814231, -73.1458903854472 -36.6404507872137, -73.1205307526373 -36.6156173730473, -73.1201237408959 -36.6153484307859, -73.1087603114698 -36.612162632623, -73.0487798551161 -36.6024317470791, -73.0485538205241 -36.6024657344232, -73.0483998031088 -36.6026527763827, -73.016506345047 -36.7379074630956, -73.0168944522789 -36.7390644524936, -73.0422783619396 -36.7732907996735, -73.0824169174169 -36.8145887999542, -73.0883673569481 -36.8196856270146))"
TALTAL,"POLYGON ((-70.6203066439937 -26.0630012088924, -70.653618737363 -26.0625817790257, -70.6541908095106 -26.0616527887895, -70.7345758632548 -25.8238680933426, -70.7352578001742 -25.8192060630422, -70.7353517701348 -25.8177350771465, -70.5710258234283 -24.5547752493725, -69.1742699753666 -24.6802523486149, -69.1544830018928 -24.7312270775544, -69.1309452724304 -24.8086900332392, -69.1143876018308 -24.8712248074645, -68.9897316507068 -25.3797207277697, -68.9936946410885 -25.5011176768761, -68.9938697076767 -25.5043927106874, -69.0680708796525 -25.7365766663804, -69.0936617170541 -25.7955118459646, -69.0968989598214 -25.8000847663241, -69.0990560413732 -25.8028287559082, -69.1016752120258 -25.8043947742737, -69.2512225169557 -25.8613333408853, -69.5044799249545 -25.9491887902, -70.6203066439937 -26.0630012088924))"
TEMUCO,"POLYGON ((-72.7998882984566 -38.7785936978853, -72.8111297045655 -38.7784974359421, -72.8138198116137 -38.778372357068, -72.8283613824128 -38.7765361486757, -72.8223087357162 -38.7322676330896, -72.8192029885451 -38.7118358638415, -72.7733253770253 -38.5845098568712, -72.7450667458249 -38.5638876445326, -72.7109749707116 -38.5495294011835, -72.7025006650778 -38.5488975600347, -72.6411944428676 -38.5509486225951, -72.636586276312 -38.5529946943713, -72.4688868036468 -38.643001089168, -72.4740961945766 -38.6494799380531, -72.483618936239 -38.6607426996136, -72.5189441979642 -38.6941706977175, -72.5646220016892 -38.7297085528021, -72.5747936102763 -38.7372032982394, -72.58931646003 -38.7469919115624, -72.5922666193412 -38.7488348972456, -72.6209411169055 -38.760372228289, -72.6233712613335 -38.7610541911463, -72.6259553531693 -38.7616631466157, -72.6511983882728 -38.7649396022824, -72.7610528618351 -38.7753354345274, -72.7656949713838 -38.77577429303, -72.7904609221125 -38.7779389091151, -72.7998882984566 -38.7785936978853))"
TENO,"POLYGON ((-70.8312757691352 -35.0030067202817, -70.8396280274616 -35.0027065742187, -71.2624137805323 -34.924753687186, -71.3693839319433 -34.8526171438108, -71.3708639763126 -34.8505821051494, -71.3707929134426 -34.8481321487418, -71.3694568145442 -34.8451111312302, -71.3645174211492 -34.8355822908325, -71.3604801137091 -34.8295483825568, -71.3585819725923 -34.8270043943717, -71.3574528110417 -34.8258174686817, -71.3150226359951 -34.8013012122923, -71.3027761253732 -34.795847511949, -71.3000490273725 -34.7952535293372, -71.2806792336013 -34.7922708290219, -71.135174677532 -34.7871483209236, -71.0481075622571 -34.7941648243418, -71.0475875365636 -34.7942518312407, -70.772705914977 -34.8586482128492, -70.7702609082841 -34.8592542835413, -70.7681298238965 -34.8607672784018, -70.7627306914514 -34.8657874085415, -70.7608037007452 -34.8676774367254, -70.747446619434 -34.8829585816315, -70.7493918355304 -34.8906315554485, -70.7533372387374 -34.8994174295323, -70.7735450895925 -34.9442899291505, -70.7947699781803 -34.9858493459791, -70.7968250836133 -34.9892863849304, -70.8089878048833 -34.9977771158457, -70.8106588006178 -34.9983450760441, -70.8277595415291 -35.0023627982385, -70.8312757691352 -35.0030067202817))"
TEODORO SCHMIDT,"POLYGON ((-73.2253339522587 -39.2512931426261, -73.22720004524 -39.2510321327518, -73.2278770629111 -39.2499571586539, -73.2287519458356 -39.2484521345696, -73.2300159051671 -39.2462301383175, -73.2418445481329 -39.2192181821212, -73.3357189732476 -38.9617007917118, -73.3328285232053 -38.9537059715828, -73.3320394441002 -38.9521449598351, -73.331759474665 -38.9515919596261, -73.3307143803222 -38.9499890246658, -73.2932722512112 -38.925717923737, -73.1808370827478 -38.8939403518364, -73.1367062488164 -38.889521238974, -73.1345662050529 -38.8894412587767, -72.9071767700542 -38.8905036067143, -72.8796738489032 -38.8935111485365, -72.8403337883513 -38.9079077241449, -72.8604563637154 -38.965805822093, -72.8652947729212 -38.9723037102631, -72.8718263118157 -38.9807554914352, -72.8918316949126 -39.0032629101284, -72.8924828063781 -39.0037628448803, -73.2243568809699 -39.2510572117399, -73.2253339522587 -39.2512931426261))"
TIERRA AMARILLA,"POLYGON ((-69.8007738617468 -28.6413466292716, -69.8327289035543 -28.6369151569685, -69.8352850872946 -28.6362301425746, -69.8379761288838 -28.6354880158075, -69.9260568102035 -28.6089777215227, -69.9947049207888 -28.5879936316188, -69.9966330014872 -28.5870586712277, -70.013628473185 -28.5780963090054, -70.0193516685571 -28.5749802508146, -70.0206536271582 -28.5741182361717, -70.0311147703306 -28.5570619995675, -70.3260452272738 -27.8128144620702, -70.3536376387024 -27.7230446446669, -70.3694482775138 -27.6679181809919, -70.3771817792962 -27.6219068504609, -70.3819973525581 -27.5900175765915, -70.373268409503 -27.5507304711397, -70.3642396519679 -27.528228469928, -70.3379608392159 -27.4726505845152, -70.3369127443364 -27.4710466112567, -70.334569640103 -27.4687025748126, -70.2982448647602 -27.4437219443425, -70.2211205252937 -27.4075638298965, -69.3489908377745 -27.158325012873, -69.3432806219131 -27.1574781521176, -69.3394324000784 -27.1573801727717, -69.2263043450981 -27.1579306649115, -69.2187390546926 -27.1591268317043, -69.2072017409441 -27.162479970023, -69.1936783538912 -27.1678791402021, -69.1912463259322 -27.1705722319212, -69.0756652119109 -27.3590879302909, -68.971297408866 -27.5425184382102, -68.9720015628554 -27.5483794325801, -68.9731856705072 -27.5523484477765, -68.9747828440189 -27.5575404314872, -68.975066828807 -27.5582794196995, -69.1207500068701 -27.8993793544677, -69.1719380954597 -27.9711800714755, -69.6610917534826 -28.5827583060758, -69.6666680374448 -28.5888432258263, -69.7518969369424 -28.6322562356147, -69.7560201169018 -28.6337392107948, -69.797129727499 -28.6409216917562, -69.8007738617468 -28.6413466292716))"
TILTIL,"POLYGON ((-70.8796519883437 -33.2276365031704, -70.8822220749684 -33.227516474359, -70.9921249186055 -33.1791147436145, -71.0139280725486 -33.1477655138454, -71.0287261665636 -33.0838293389315, -71.0277570953155 -32.9957835015889, -71.0270299737301 -32.99127851819, -71.0257857733323 -32.9868635266636, -71.0236276570636 -32.9833685801217, -71.0204324600001 -32.9799706443762, -71.0175663174601 -32.9773076766869, -71.0146021246758 -32.9750447531472, -70.8998879461584 -32.9341306021056, -70.8975589449214 -32.9335166764846, -70.8444197250389 -32.9220794955182, -70.8417185350894 -32.9215285224088, -70.735026660441 -32.9232333068812, -70.730870505981 -32.9236833503043, -70.7275704472722 -32.9249703540984, -70.7250984751627 -32.9284914569052, -70.7238854447053 -32.9314034079911, -70.7209395876119 -32.9413724358649, -70.721034743051 -32.9502904347262, -70.7330830615166 -33.1657079732828, -70.7339881232516 -33.1669299945708, -70.7551922317207 -33.1804436673992, -70.8664354038269 -33.2256447656065, -70.8770778577274 -33.2275935883355, -70.8796519883437 -33.2276365031704))"
TIMAUKEL,"POLYGON ((-69.4007768920575 -54.7649852686307, -69.4219363261045 -54.7633162517823, -70.8350577323419 -54.6465867854381, -70.8766545190126 -54.6399123240345, -70.970599634804 -54.5579687966333, -70.9787442320313 -54.5471839926182, -71.0386246785822 -54.4632454908046, -71.0469891345733 -54.4488861399363, -70.9352961257293 -54.1144544938663, -70.9339056338294 -54.112550934921, -70.1287101664372 -53.7399458626871, -69.9021997032335 -53.6584744431808, -69.8953217001065 -53.6561126503772, -69.5535827437007 -53.5938031063666, -69.1949849111229 -53.6151664216883, -69.0066814667315 -53.6359510294013, -68.9860467689467 -53.6443496358435, -68.5949071027354 -53.8091169283548, -68.5920486510888 -53.9264227067747, -68.5829838829453 -54.3065932762021, -68.5823430438586 -54.3627703784256, -68.5821363716819 -54.3813283090416, -68.580713222802 -54.539987701123, -68.5807331740632 -54.5612306244384, -68.5881720849128 -54.5795624736611, -68.6117034227359 -54.6158707346957, -69.2988264613001 -54.7637262584232, -69.3118021410545 -54.7649074194174, -69.4007768920575 -54.7649852686307))"
